date&time,WashingMachine,Dryer,temp,icon,hum,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability,dayOfWeeks
2014-01-02 10:00,0.005662778,0.006317222,11,snow,0.78,1.07,Snow,-1.72,1023.75,9.22,,1388674800,20,0.0079,5.48,0.4,4
2014-01-02 11:00,0.005664444,0.007568333,11.31,snow,0.79,1.45,Flurries,0.34,1022.26,7.23,,1388678400,68,0.0013,6.22,0.02,4
2014-01-02 12:00,0.164567778,0.007015556,11.84,snow,0.75,2.79,Light Snow,0.92,1020.29,7.3,,1388682000,69,0.0018,5.6,0.04,4
2014-01-02 13:00,0.005612222,0.00927,11.36,snow,0.72,3.8,Flurries,-2,1018.76,10.2,1,1388685600,88,0.0009,4.17,0.01,4
2014-01-02 14:00,0.005698889,0.007362778,10.56,snow,0.72,2.92,Flurries,-5.56,1017.87,14.41,,1388689200,87,0.0011,3.36,0.02,4
2014-01-02 15:00,0.005738333,0.007007222,9.83,snow,0.79,1.07,Flurries,-5.98,1016.4,13.48,,1388692800,96,0.0013,4.65,0.02,4
2014-01-02 16:00,0.00571,0.006892778,9.49,snow,0.75,1.55,Light Snow,-4.72,1016.06,10.77,,1388696400,89,0.0015,3.18,0.03,4
2014-01-02 17:00,0.005717778,0.0088,8.84,snow,0.78,1.14,Light Snow,-4.49,1015.82,9.36,,1388700000,75,0.0024,3.28,0.07,4
2014-01-02 18:00,0.005713333,0.007054444,8.59,snow,0.77,1.85,Light Snow,-5.36,1015.11,10.1,,1388703600,71,0.0041,2.79,0.16,4
2014-01-02 19:00,0.005740556,0.006725,7.71,snow,0.75,1.49,Light Snow,-5.04,1014.7,8.35,1,1388707200,88,0.0021,1.59,0.06,4
2014-01-02 20:00,0.005602778,0.007278889,6.91,snow,0.75,1.35,Light Snow,-6.9,1014.28,9.4,,1388710800,81,0.003,0.68,0.1,4
2014-01-02 21:00,0.005626111,0.007009444,6.42,snow,0.7,1.86,Light Snow,-8,1012.78,10.02,,1388714400,82,0.0022,-1.16,0.06,4
2014-01-02 22:00,0.0057,0.005995556,5.34,snow,0.73,1.38,Light Snow,-5.3,1012.7,5.82,1,1388718000,71,0.007,-1.4,0.34,4
2014-01-02 23:00,0.005682222,0.006123889,5.17,snow,0.73,1.39,Light Snow,-6.03,1011.74,6.26,,1388721600,53,0.0039,-1.62,0.15,4
2014-01-03 0:00,0.005683333,0.006228333,-0.25,snow,0.78,1.27,Light Snow,-11.65,1011.67,5.6,,1388725200,300,0.0031,-5.51,0.1,5
2014-01-03 1:00,0.005645556,0.00611,-1.06,snow,0.77,0.98,Light Snow,-11.03,1011.43,4.53,,1388728800,313,0.003,-6.49,0.1,5
2014-01-03 2:00,0.005666667,0.006149444,-2.1,snow,0.77,1.11,Light Snow,-11.52,1010.98,4.12,,1388732400,295,0.0021,-7.45,0.06,5
2014-01-03 3:00,0.00564,0.006282778,-2.51,snow,0.78,1.27,Light Snow,-13.67,1010.8,5.14,,1388736000,295,0.0046,-7.74,0.19,5
2014-01-03 4:00,0.005662222,0.006516667,-3.49,snow,0.82,1.38,Light Snow,-16.24,1011.14,6.15,1,1388739600,272,0.0037,-7.57,0.14,5
2014-01-03 5:00,0.005614444,0.006575556,-2.94,snow,0.75,1.66,Light Snow,-16.78,1011.67,7.15,,1388743200,291,0.0025,-8.82,0.07,5
2014-01-03 6:00,0.00581,0.005991111,-3.66,snow,0.77,3.79,Light Snow,-16.43,1012.94,6.15,,1388746800,285,0.0017,-9.04,0.04,5
2014-01-03 7:00,0.005788333,0.005837222,-3.75,snow,0.77,2.03,Flurries,-15.98,1014.71,5.73,1,1388750400,311,0.0008,-9.02,0.01,5
2014-01-03 8:00,0.005657222,0.006588333,-3.76,clear-day,0.72,2.32,Clear,-16.19,1016.13,5.88,,1388754000,292,0,-10.34,0,5
2014-01-03 9:00,0.005772222,0.006383333,-3.59,clear-day,0.7,3.3,Clear,-16.66,1017.48,6.39,,1388757600,312,0,-10.85,0,5
2014-01-03 10:00,0.00568,0.005881667,-2.63,partly-cloudy-day,0.66,6.62,Partly Cloudy,-18.29,1018.85,8.99,0.46,1388761200,299,0,-10.99,0,5
2014-01-03 11:00,0.005601111,0.006157222,-0.45,clear-day,0.59,9.05,Clear,-16.23,1019.55,9.69,0,1388764800,295,0,-11.26,0,5
2014-01-03 12:00,0.005687222,0.005685556,0.13,clear-day,0.58,9.74,Clear,-15.46,1020.49,9.62,0,1388768400,297,0,-11.02,0,5
2014-01-03 13:00,0.005750556,0.006036111,1.62,clear-day,0.55,9.46,Clear,-14.14,1021.27,10.27,0.02,1388772000,311,0,-10.59,0,5
2014-01-03 14:00,0.006112778,0.006017222,2.67,clear-day,0.53,9.56,Clear,-12.67,1022.39,10.05,0,1388775600,298,0,-10.63,0,5
2014-01-03 15:00,0.00612,0.005759444,3.05,clear-day,0.53,10,Clear,-11.26,1023.84,8.93,0,1388779200,299,0,-10.32,0,5
2014-01-03 16:00,0.00608,0.006192222,2.01,clear-day,0.55,10,Clear,-12.65,1025.19,9.06,0,1388782800,297,0,-10.47,0,5
2014-01-03 17:00,0.006051111,0.005853333,-0.07,clear-night,0.61,10,Clear,-10.34,1026.62,4.83,0,1388786400,288,0,-10.28,0,5
2014-01-03 18:00,0.005998889,0.007280556,-1.64,clear-night,0.66,10,Clear,-14.36,1028.01,6.42,0,1388790000,274,0,-10.21,0,5
2014-01-03 19:00,0.005637222,0.007725,-3.64,clear-night,0.67,10,Clear,-16.72,1029.23,6.39,0,1388793600,257,0,-11.9,0,5
2014-01-03 20:00,0.005635,0.007482778,-6.45,clear-night,0.74,10,Clear,-6.45,1030.55,2.75,0,1388797200,225,0,-12.6,0,5
2014-01-03 21:00,0.005651111,0.006565,-9.13,clear-night,0.78,9.76,Clear,-9.13,1031.03,0.81,0,1388800800,233,0,-14.05,0,5
2014-01-03 22:00,0.006111111,0.006417222,-10.68,clear-night,0.76,10,Clear,-10.68,1031.33,0.4,0,1388804400,146,0,-16.17,0,5
2014-01-03 23:00,0.005992778,0.006185,-12.26,clear-night,0.77,9.84,Clear,-12.26,1031.53,2.41,0,1388808000,248,0,-17.51,0,5
2014-01-04 0:00,0.005965,0.006524444,-11.59,clear-night,0.77,9.95,Clear,-23.8,1031.46,4.81,0,1388811600,290,0,-16.82,0,6
2014-01-04 1:00,0.005973889,0.006510556,-12.32,clear-night,0.76,9.95,Clear,-25.61,1031.81,5.38,0,1388815200,287,0,-17.76,0,6
2014-01-04 2:00,0.005731667,0.006581111,-13.55,clear-night,0.77,9.95,Clear,-13.55,1032.29,1.61,0,1388818800,171,0,-18.62,0,6
2014-01-04 3:00,0.005569444,0.006592222,-13.72,clear-night,0.77,9.82,Clear,-22.95,1032.03,3.21,0,1388822400,222,0,-18.78,0,6
2014-01-04 4:00,0.005682222,0.005424444,-13.38,clear-night,0.75,9.87,Clear,-13.38,1031.35,0.91,0.03,1388826000,230,0,-18.98,0,6
2014-01-04 5:00,0.005647778,0.006525,-10.83,clear-night,0.77,9.79,Clear,-10.83,1031.46,2.33,0,1388829600,153,0,-15.88,0,6
2014-01-04 6:00,0.00567,0.006848889,-9.19,clear-night,0.77,9.66,Clear,-20.09,1031.9,4.31,0,1388833200,145,0,-14.43,0,6
2014-01-04 7:00,0.005644444,0.006960556,-8.91,clear-night,0.8,9.8,Clear,-18.6,1032.37,3.72,0.04,1388836800,150,0,-13.42,0,6
2014-01-04 8:00,0.00572,0.007827778,-6.53,clear-day,0.76,9.22,Clear,-18.54,1032.15,5.23,0,1388840400,115,0,-12.18,0,6
2014-01-04 9:00,0.005703889,0.007909444,-2.71,clear-day,0.75,9.6,Clear,-10.22,1031.93,3.12,0,1388844000,132,0,-8.67,0,6
2014-01-04 10:00,0.005712778,0.009333889,2.69,clear-day,0.67,9.86,Clear,-12.39,1031.28,9.75,0.01,1388847600,123,0,-5.82,0,6
2014-01-04 11:00,0.005609444,0.008248333,10.08,clear-day,0.48,10,Clear,-1.63,1029.76,7.76,0,1388851200,115,0,-5.59,0,6
2014-01-04 12:00,0.005540556,0.007180556,15.32,clear-day,0.41,10,Clear,6.72,1027.83,5.67,0,1388854800,138,0,-4.29,0,6
2014-01-04 13:00,0.005646111,0.006691111,19.07,clear-day,0.35,10,Clear,12.12,1026.46,4.8,0.02,1388858400,139,0,-4.17,0,6
2014-01-04 14:00,0.005565556,0.007048333,21.65,clear-day,0.34,10,Clear,13.34,1025.38,6.62,0,1388862000,198,0,-2.52,0,6
2014-01-04 15:00,0.005557222,0.007041111,22.72,clear-day,0.34,10,Clear,11.56,1025.21,11.15,0,1388865600,196,0,-1.68,0,6
2014-01-04 16:00,0.005622222,0.007753889,20.55,clear-day,0.44,10,Clear,14.37,1025.03,4.37,0.03,1388869200,174,0,2.17,0,6
2014-01-04 17:00,0.005600556,0.008181111,16.81,clear-night,0.52,8.9,Clear,6.35,1024.99,7.99,0,1388872800,183,0,2.07,0,6
2014-01-04 18:00,0.005672222,0.007552778,14.52,clear-night,0.59,9.93,Clear,4.54,1024.99,6.88,0,1388876400,190,0,2.99,0,6
2014-01-04 19:00,0.005636111,0.007333333,14.21,clear-night,0.58,9.9,Clear,6.51,1025.04,4.74,0.03,1388880000,180,0,2.29,0,6
2014-01-04 20:00,0.00554,0.007257778,11.65,clear-night,0.67,9.98,Clear,-0.49,1025.12,8.67,0,1388883600,184,0,2.96,0,6
2014-01-04 21:00,0.005562778,0.006686667,11.12,clear-night,0.65,9.87,Clear,-0.56,1025.25,7.97,0,1388887200,186,0,1.72,0,6
2014-01-04 22:00,0.005533333,0.006665,11.53,clear-night,0.65,9.95,Clear,0.67,1025.07,7.16,0.02,1388890800,176,0,2.2,0,6
2014-01-04 23:00,0.005600556,0.005610556,12.01,clear-night,0.65,9.9,Clear,6.04,1025,3.36,0,1388894400,151,0,2.59,0,6
2014-01-05 0:00,0.005608889,0.005491667,10.67,clear-night,0.69,9.98,Clear,1.88,1024.94,5.11,0,1388898000,173,0,2.6,0,0
2014-01-05 1:00,0.005612778,0.005497222,8.65,clear-night,0.78,9.93,Clear,8.65,1024.81,1.85,0.02,1388901600,166,0,3.2,0,0
2014-01-05 2:00,0.005613889,0.005396111,6.91,clear-night,0.8,9.93,Clear,-0.63,1024.94,3.83,0,1388905200,177,0,1.94,0,0
2014-01-05 3:00,0.005593333,0.005452222,5.67,clear-night,0.77,9.89,Clear,-5.54,1024.73,6.35,0,1388908800,169,0,0.03,0,0
2014-01-05 4:00,0.005582778,0.005536667,4.36,clear-night,0.84,9.81,Clear,4.36,1024.66,2.53,0.01,1388912400,158,0,0.5,0,0
2014-01-05 5:00,0.005544444,0.005621111,3.76,clear-night,0.8,9.76,Clear,-2.98,1024.79,3.17,0,1388916000,156,0,-0.89,0,0
2014-01-05 6:00,0.005652778,0.005811111,2.26,clear-night,0.83,9.76,Clear,-6.13,1025.65,3.91,0,1388919600,125,0,-1.74,0,0
2014-01-05 7:00,0.005746667,0.006424444,1.34,clear-night,0.81,9.76,Clear,1.34,1026.36,2.46,0.02,1388923200,137,0,-2.99,0,0
2014-01-05 8:00,0.00569,0.006888889,1.99,clear-day,0.85,9.49,Clear,1.99,1026.88,1.02,0,1388926800,107,0,-1.41,0,0
2014-01-05 9:00,0.005725,0.006997778,8.98,clear-day,0.81,9.54,Clear,8.98,1026.94,2.41,0,1388930400,117,0,4.4,0,0
2014-01-05 10:00,0.005670556,0.007732778,16.32,clear-day,0.69,9.97,Clear,9.28,1026.78,4.5,0.01,1388934000,131,0,7.81,0,0
2014-01-05 11:00,0.005648889,0.006213333,23.12,clear-day,0.57,9.92,Clear,23.12,1025.93,0.95,0,1388937600,355,0,9.99,0,0
2014-01-05 12:00,0.09536,0.006261667,28.53,snow,0.48,10,Flurries,24.77,1024.32,3.44,0,1388941200,178,0.0022,11.44,0.06,0
2014-01-05 13:00,0.141371111,0.006047778,31.58,clear-day,0.45,10,Clear,26.58,1023.05,5,0.06,1388944800,105,0,12.72,0,0
2014-01-05 14:00,0.141921111,0.006053333,34.01,clear-day,0.42,10,Clear,34.01,1022.08,0.25,0,1388948400,207,0,13.54,0,0
2014-01-05 15:00,0.005688889,0.006123889,35.35,clear-day,0.42,9.95,Clear,31.77,1021.51,4.18,0,1388952000,125,0,14.76,0,0
2014-01-05 16:00,0.005640556,0.006831667,35.4,partly-cloudy-day,0.46,9.83,Partly Cloudy,29.41,1021.18,7.3,0.37,1388955600,103,0,16.49,0,0
2014-01-05 17:00,0.005678889,0.006718333,35.86,clear-night,0.5,9.84,Clear,30.96,1020.74,5.83,,1388959200,110,0,18.96,0,0
2014-01-05 18:00,0.005636667,0.006071111,35.28,clear-night,0.75,6.02,Clear,27.9,1020.27,9.79,,1388962800,115,0.002,28.28,0.05,0
2014-01-05 19:00,0.005681667,0.006090556,34.76,cloudy,0.88,7.38,Overcast,27.71,1019.46,8.89,1,1388966400,99,0,31.49,0,0
2014-01-05 20:00,0.005626667,0.005945,36.61,clear-night,0.89,7.5,Clear,29.77,1018.18,9.31,,1388970000,82,0,33.64,0,0
2014-01-05 21:00,0.00568,0.006051111,37.76,clear-night,0.88,7.23,Clear,29.73,1016.66,12.79,,1388973600,91,0,34.61,0,0
2014-01-05 22:00,0.005582778,0.005721667,40.74,rain,0.87,5.27,Drizzle,33.4,1014.39,13.05,1,1388977200,116,0.0064,37.28,0.3,0
2014-01-05 23:00,0.005686111,0.005581111,40.8,rain,0.88,4.67,Light Rain,32.9,1011.97,14.88,,1388980800,127,0.0129,37.51,0.54,0
2014-01-06 0:00,0.005693333,0.005507778,40.9,clear-night,0.88,7.44,Clear,35.63,1009.65,8.11,,1388984400,116,0.0044,37.51,0.18,1
2014-01-06 1:00,0.005652778,0.005466111,42.57,rain,0.88,7.57,Drizzle,34.78,1007.58,16.21,1,1388988000,127,0.006,39.37,0.27,1
2014-01-06 2:00,0.005627222,0.005607778,43.27,rain,0.91,3.67,Rain,35.59,1005.54,16.6,,1388991600,126,0.0917,40.71,0.77,1
2014-01-06 3:00,0.005592222,0.005700556,43.37,rain,0.92,3.12,Light Rain,35.99,1003.75,15.59,,1388995200,113,0.0264,41.22,0.63,1
2014-01-06 4:00,0.005581667,0.005807222,44.24,rain,0.93,3.67,Light Rain,38.14,1001.57,12.12,1,1388998800,108,0.0369,42.28,0.67,1
2014-01-06 5:00,0.005604444,0.005895,47.03,rain,0.9,6.28,Light Rain,40.53,999.37,16.26,,1389002400,117,0.0096,44.23,0.5,1
2014-01-06 6:00,0.005687222,0.005958333,45.63,rain,0.94,6.07,Drizzle,40.91,998.05,9.26,,1389006000,137,0.0084,43.9,0.43,1
2014-01-06 7:00,0.00568,0.006831111,48.84,rain,0.92,7.13,Light Rain,44.26,996.36,11.03,1,1389009600,165,0.01,46.7,0.5,1
2014-01-06 8:00,0.00567,0.006868889,51.78,rain,0.92,2.07,Rain,51.78,994.28,7.57,,1389013200,149,0.124,49.57,0.8,1
2014-01-06 9:00,0.005597778,0.006147222,55.72,rain,0.83,6.87,Rain,55.72,993.34,13.72,,1389016800,224,0.0867,50.73,0.76,1
2014-01-06 10:00,0.00565,0.006947778,46.68,rain,0.88,4.05,Light Rain,42.07,994.97,9.59,1,1389020400,235,0.0317,43.4,0.65,1
2014-01-06 11:00,0.005555556,0.029056111,44.31,rain,0.9,5.52,Light Rain,42.26,995.71,4.05,,1389024000,261,0.0402,41.69,0.68,1
2014-01-06 12:00,0.005613333,0.006785,42.17,rain,0.92,6.62,Light Rain,35.42,994.25,12.45,,1389027600,279,0.0204,40.03,0.6,1
2014-01-06 13:00,0.005542778,0.006477778,36.1,rain,0.8,3.21,Light Rain,29.94,995.85,7.82,1,1389031200,285,0.0097,30.61,0.5,1
2014-01-06 14:00,0.005612222,0.006215,33.88,rain,0.81,4.54,Drizzle,25.68,996.86,10.8,,1389034800,283,0.0068,28.79,0.33,1
2014-01-06 15:00,0.005668333,0.006187778,33.38,clear-day,0.72,9.14,Clear,23.86,997.31,13.61,,1389038400,277,0.0034,25.4,0.12,1
2014-01-06 16:00,0.005695,0.006140556,31.15,partly-cloudy-day,0.64,9.98,Partly Cloudy,20.59,997.97,14.75,0.31,1389042000,276,0.0017,20.25,0.04,1
2014-01-06 17:00,0.00567,0.007073333,29.73,clear-night,0.61,9.98,Clear,18.81,998.39,14.67,0,1389045600,284,0,18.02,0,1
2014-01-06 18:00,0.00571,0.007153333,28.56,clear-night,0.61,10,Clear,18.4,998.46,12.11,0,1389049200,297,0,16.71,0,1
2014-01-06 19:00,0.067276667,0.007032778,27.51,clear-night,0.64,9.83,Clear,16.35,999.06,13.76,0.16,1389052800,278,0,16.8,0,1
2014-01-06 20:00,0.005645,0.007282778,25.81,clear-night,0.6,9.79,Clear,13.05,1000.08,16.56,0,1389056400,276,0,13.94,0,1
2014-01-06 21:00,0.005665556,0.006866667,24.71,clear-night,0.55,9.85,Clear,12.61,1000.54,14.14,0,1389060000,281,0,10.98,0,1
2014-01-06 22:00,0.005625,0.006929444,23.4,partly-cloudy-night,0.58,9.43,Partly Cloudy,11.52,1000.66,12.88,0.33,1389063600,278,0,10.81,0,1
2014-01-06 23:00,0.005668889,0.005727778,21.36,clear-night,0.61,9.38,Clear,8.44,1000.73,13.93,0,1389067200,284,0,9.86,0,1
2014-01-07 0:00,0.005648889,0.005494444,15.76,clear-night,0.5,9.4,Clear,-0.09,1003.03,16.94,,1389070800,272,0,0.41,0,2
2014-01-07 1:00,0.005683889,0.005692222,13.08,partly-cloudy-night,0.47,9.82,Partly Cloudy,-2.92,1004.32,15.56,0.46,1389074400,278,0,-3.49,0,2
2014-01-07 2:00,0.005704444,0.00557,10.11,clear-night,0.49,9.91,Clear,-5.88,1005.62,13.95,0,1389078000,281,0,-5.34,0,2
2014-01-07 3:00,0.00563,0.005957778,8.62,clear-night,0.49,10,Clear,-6.58,1006.66,11.92,0,1389081600,281,0,-6.77,0,2
2014-01-07 4:00,0.005638333,0.005786667,7.41,clear-night,0.48,10,Clear,-9.49,1007.67,14.24,0.2,1389085200,279,0,-8.26,0,2
2014-01-07 5:00,0.005696111,0.005791667,6.3,clear-night,0.51,10,Clear,-9.93,1008.73,12.6,0,1389088800,281,0,-8.05,0,2
2014-01-07 6:00,0.00572,0.005736667,5.26,clear-night,0.55,10,Clear,-13.46,1009.52,16.5,0,1389092400,271,0,-7.27,0,2
2014-01-07 7:00,0.005825,0.006395,4.93,clear-night,0.58,9.31,Clear,-12.48,1010.8,13.95,0.12,1389096000,267,0,-6.43,0,2
2014-01-07 8:00,0.005771667,0.005863333,3.75,clear-day,0.64,5.31,Clear,-14.72,1012.18,15.23,0,1389099600,270,0,-5.71,0,2
2014-01-07 9:00,0.005727222,0.007064444,5.25,clear-day,0.52,8.38,Clear,-12.78,1013.77,15.19,0,1389103200,267,0,-8.54,0,2
2014-01-07 10:00,0.005722222,0.007419444,5.37,clear-day,0.5,9.96,Clear,-13.75,1015.45,17.39,0.09,1389106800,272,0,-9.01,0,2
2014-01-07 11:00,0.005651111,0.005672222,6.42,clear-day,0.46,10,Clear,-10.41,1015.85,13.64,0,1389110400,272,0,-10.04,0,2
2014-01-07 12:00,0.005675556,0.007022222,5.88,clear-day,0.43,10,Clear,-12.56,1015.85,16.32,0,1389114000,272,0,-11.72,0,2
2014-01-07 13:00,0.005644444,0.006997222,6.08,clear-day,0.42,10,Clear,-12.21,1016.04,16.13,0.12,1389117600,270,0,-12.23,0,2
2014-01-07 14:00,0.005597222,0.006816667,5.94,clear-day,0.43,10,Clear,-11.39,1017.01,14.28,0,1389121200,263,0,-11.56,0,2
2014-01-07 15:00,0.005697222,0.006785556,5.96,clear-day,0.42,10,Clear,-11.13,1017.73,13.87,0,1389124800,285,0,-12.3,0,2
2014-01-07 16:00,0.005735,0.007432778,6.19,clear-day,0.41,10,Clear,-10.9,1018.4,13.97,0.11,1389128400,275,0,-12.58,0,2
2014-01-07 17:00,0.005698889,0.007593889,4.68,clear-night,0.42,10,Clear,-11.02,1019.51,11.18,0,1389132000,265,0,-13.16,0,2
2014-01-07 18:00,0.005780556,0.007652778,4.52,clear-night,0.44,10,Clear,-11.01,1020.41,10.89,0,1389135600,262,0,-12.57,0,2
2014-01-07 19:00,0.005745556,0.008582222,4.25,clear-night,0.43,10,Clear,-12.9,1021.34,13.21,0.01,1389139200,261,0,-13.32,0,2
2014-01-07 20:00,0.005747778,0.007268333,4.14,clear-night,0.43,10,Clear,-12.53,1021.92,12.42,0,1389142800,269,0,-13.3,0,2
2014-01-07 21:00,0.005658333,0.006441667,4.05,clear-night,0.44,10,Clear,-12.61,1022.68,12.35,0,1389146400,252,0,-12.8,0,2
2014-01-07 22:00,0.005676667,0.005993889,4.17,clear-night,0.48,10,Clear,-9.25,1023.07,8.22,0.01,1389150000,259,0,-11.19,0,2
2014-01-07 23:00,0.005686111,0.005581111,4.71,clear-night,0.47,10,Clear,-10.98,1023.53,11.19,0,1389153600,254,0,-11,0,2
2014-01-08 0:00,0.00571,0.005223333,4.73,clear-night,0.47,10,Clear,-9.35,1024.22,9.12,0,1389157200,225,0,-10.84,0,3
2014-01-08 1:00,0.005702222,0.005223889,4.65,clear-night,0.51,10,Clear,-6.18,1025.04,5.87,0,1389160800,258,0,-9.34,0,3
2014-01-08 2:00,0.005741667,0.005264444,4.56,clear-night,0.54,10,Clear,-6.75,1025.97,6.26,0,1389164400,246,0,-8.47,0,3
2014-01-08 3:00,0.005663333,0.005270556,4.66,clear-night,0.56,10,Clear,-5.01,1027.03,4.98,0,1389168000,255,0,-7.57,0,3
2014-01-08 4:00,0.005663333,0.005451111,4.39,clear-night,0.58,10,Clear,-5.9,1027.7,5.4,0,1389171600,255,0,-7.22,0,3
2014-01-08 5:00,0.005622778,0.005487222,4.3,clear-night,0.57,10,Clear,-7.31,1027.95,6.47,0,1389175200,251,0,-7.44,0,3
2014-01-08 6:00,0.0057,0.005747778,4.08,clear-night,0.6,10,Clear,-8.77,1028.61,7.6,0,1389178800,246,0,-6.64,0,3
2014-01-08 7:00,0.005868889,0.006007778,4,clear-night,0.61,10,Clear,-10.35,1029.43,9.24,0.01,1389182400,257,0,-6.55,0,3
2014-01-08 8:00,0.005699444,0.005678333,4.74,clear-day,0.61,9.9,Clear,-7.7,1030.76,7.32,0,1389186000,273,0,-5.69,0,3
