date&time,AC,Furnace,temp,hum,dayofweeks
2014-06-04 1:00,0.000036667,0.009309444,41.1,0.85,3
2014-06-04 2:00,0.000037222,0.009099444,42.91,0.91,3
2014-06-04 3:00,0.000034444,0.009071667,41.25,0.91,3
2014-06-04 4:00,0.000037778,0.009154444,48.11,0.91,3
2014-06-04 5:00,0.000045556,0.009143333,46.13,0.91,3
2014-06-04 6:00,0.000036111,0.009191667,60.89,0.89,3
2014-06-04 7:00,0.000081667,0.009487222,61.3,0.87,3
2014-06-04 8:00,0.000085,0.009923333,61.57,0.85,3
2014-06-04 9:00,0.000043333,0.009857222,62.8,0.79,3
2014-06-04 10:00,0.00004,0.009807222,63.72,0.79,3
2014-06-04 11:00,0.000042222,0.009735556,67.25,0.72,3
2014-06-04 12:00,0.000046667,0.009656667,70.64,0.64,3
2014-06-04 13:00,0.000045,0.009607222,72.3,0.62,3
2014-06-04 14:00,0.000046111,0.00953,73.57,0.6,3
2014-06-04 15:00,0.000050556,0.009542222,73.77,0.6,3
2014-06-04 16:00,0.000047222,0.009674444,74.27,0.59,3
2014-06-04 17:00,0.001146667,0.009416667,74.35,0.55,3
2014-06-04 18:00,0.000016111,0.009775556,72.26,0.52,3
2014-06-04 19:00,0.000022778,0.009822222,70.35,0.58,3
2014-06-04 20:00,0.000047778,0.009392222,67.99,0.67,3
2014-06-04 21:00,0.000020556,0.009406667,64.69,0.76,3
2014-06-04 22:00,0.000053889,0.009336667,63.45,0.81,3
2014-06-04 23:00,0.000035556,0.009386111,62.97,0.81,3
2014-06-05 0:00,0.000018333,0.009545,61.24,0.86,4
2014-06-05 1:00,0.000025556,0.009539444,60.61,0.88,4
2014-06-05 2:00,0.000026667,0.009417778,60.87,0.88,4
2014-06-05 3:00,0.000022222,0.009430556,60.57,0.88,4
2014-06-05 4:00,0.000020556,0.009396111,60.21,0.89,4
2014-06-05 5:00,0.000019444,0.009432778,60.06,0.9,4
2014-06-05 6:00,0.000035556,0.009555,59.73,0.91,4
2014-06-05 7:00,0.000009444,0.009635556,60.41,0.92,4
2014-06-05 8:00,0.000016111,0.009925,60.83,0.92,4
2014-06-05 9:00,0.000055,0.009697778,61.3,0.92,4
2014-06-05 10:00,0.000051667,0.009673333,61.16,0.9,4
2014-06-05 11:00,0.000042222,0.009468333,61.48,0.87,4
2014-06-05 12:00,0.000038333,0.009666111,62.18,0.85,4
2014-06-05 13:00,0.000028333,0.009528889,62.29,0.86,4
2014-06-05 14:00,0.000039444,0.009620556,63.2,0.83,4
2014-06-05 15:00,0.000046111,0.009715556,63.76,0.8,4
2014-06-05 16:00,0.000045,0.009695556,66.31,0.71,4
2014-06-05 17:00,0.000073333,0.009789444,67.15,0.67,4
2014-06-05 18:00,0.000043333,0.009694444,68.18,0.64,4
2014-06-05 19:00,0.000030556,0.009715,67.43,0.63,4
2014-06-05 20:00,0.000011111,0.009482778,64.83,0.69,4
2014-06-05 21:00,0.000036111,0.009456667,61.06,0.8,4
2014-06-05 22:00,0.000030556,0.009283333,58.96,0.85,4
2014-06-05 23:00,0.000021667,0.009379444,59.53,0.78,4
2014-06-06 0:00,0.00002,0.009328333,59.14,0.74,5
2014-06-06 1:00,0.000016667,0.009293889,58.42,0.74,5
2014-06-06 2:00,0.000024444,0.00938,57.9,0.75,5
2014-06-06 3:00,0.000022222,0.009371111,56.93,0.77,5
2014-06-06 4:00,0.00002,0.009305556,56.76,0.78,5
2014-06-06 5:00,0.000013889,0.00929,56.78,0.77,5
2014-06-06 6:00,0.000011667,0.009445,56.47,0.79,5
2014-06-06 7:00,0.000026111,0.009646667,57.58,0.78,5
2014-06-06 8:00,0.000033889,0.01007,59.95,0.72,5
2014-06-06 9:00,0.000027222,0.009796111,62.66,0.64,5
2014-06-06 10:00,0.000026667,0.009767222,65.46,0.59,5
2014-06-06 11:00,0.000047778,0.009865,67.17,0.56,5
2014-06-06 12:00,0.000053889,0.0099,69,0.52,5
2014-06-06 13:00,0.000043889,0.009792222,70.22,0.51,5
2014-06-06 14:00,0.000050556,0.009788333,70.56,0.51,5
2014-06-06 15:00,0.000049444,0.009671667,71.37,0.49,5
2014-06-06 16:00,0.000094444,0.009896111,71.68,0.49,5
2014-06-06 17:00,0.000106111,0.010036111,71.77,0.49,5
2014-06-06 18:00,0.000041667,0.009947778,72.03,0.49,5
2014-06-06 19:00,0.000051667,0.009863889,71.1,0.5,5
2014-06-06 20:00,0.000033333,0.009514444,68.86,0.55,5
2014-06-06 21:00,0.000032778,0.009451667,65.8,0.62,5
2014-06-06 22:00,0.000057778,0.009383889,62.18,0.7,5
2014-06-06 23:00,0.000014444,0.009406667,60.06,0.76,5
2014-06-07 0:00,0.000020556,0.009398333,58.03,0.8,6
2014-06-07 1:00,0.000016111,0.009468333,56.19,0.83,6
2014-06-07 2:00,0.000008889,0.009491111,55.5,0.84,6
2014-06-07 3:00,0.000010556,0.009503333,54.72,0.83,6
2014-06-07 4:00,0.000011667,0.009514444,52.78,0.88,6
2014-06-07 5:00,0.000015,0.009570556,52.43,0.88,6
2014-06-07 6:00,0.000013333,0.009648889,52.4,0.89,6
2014-06-07 7:00,0.000023333,0.009608333,57.88,0.82,6
2014-06-07 8:00,0.000015556,0.009875,62.99,0.7,6
2014-06-07 9:00,0.000116667,0.009801667,67.65,0.62,6
2014-06-07 10:00,0.000358889,0.009778889,71.8,0.55,6
2014-06-07 11:00,0.000252222,0.009521111,74.49,0.5,6
2014-06-07 12:00,0.000045556,0.009688333,76.4,0.45,6
2014-06-07 13:00,0.000045,0.009728889,77.73,0.42,6
2014-06-07 14:00,0.000042778,0.009608333,78.5,0.4,6
2014-06-07 15:00,0.000063333,0.009723889,80.04,0.39,6
2014-06-07 16:00,0.00021,0.009257778,80.44,0.38,6
2014-06-07 17:00,0.000006667,0.009595,80.56,0.37,6
2014-06-07 18:00,0.00012,0.009457778,80.33,0.38,6
2014-06-07 19:00,0.000346111,0.009150556,79.55,0.4,6
2014-06-07 20:00,0.000559444,0.009032222,75.56,0.49,6
2014-06-07 21:00,0.000247222,0.009270556,66.62,0.73,6
2014-06-07 22:00,0.000068889,0.009065556,63.15,0.81,6
2014-06-07 23:00,0.000021111,0.009067222,60.95,0.86,6
2014-06-08 0:00,0.000020556,0.009262222,60.12,0.86,0
2014-06-08 1:00,0.000024444,0.00948,57.99,0.88,0
2014-06-08 2:00,0.000024444,0.009528889,57.39,0.88,0
2014-06-08 3:00,0.000022222,0.009521667,55.9,0.9,0
2014-06-08 4:00,0.000018889,0.009431111,54.94,0.91,0
2014-06-08 5:00,0.000031111,0.009451667,53.64,0.9,0
2014-06-08 6:00,0.000027222,0.009481111,54.45,0.9,0
2014-06-08 7:00,0.000014444,0.009609444,59.39,0.85,0
2014-06-08 8:00,0.000000556,0.009720556,65.44,0.73,0
2014-06-08 9:00,0.000147778,0.009822222,70.56,0.62,0
2014-06-08 10:00,0.000042222,0.009656667,74.49,0.53,0
2014-06-08 11:00,0.000051667,0.009675556,77.48,0.46,0
2014-06-08 12:00,0.000106111,0.00963,79.78,0.44,0
2014-06-08 13:00,0.000012222,0.009597222,81.36,0.38,0
2014-06-08 14:00,0.000012222,0.009401111,82.17,0.37,0
2014-06-08 15:00,0.000036667,0.009201111,82.97,0.36,0
2014-06-08 16:00,0.000034444,0.009143333,83.16,0.35,0
2014-06-08 17:00,0.00012,0.009319444,82.97,0.35,0
2014-06-08 18:00,0.00007,0.009267778,82.22,0.36,0
2014-06-08 19:00,0.000607222,0.008820556,78.79,0.43,0
2014-06-08 20:00,0.000049444,0.009155556,74.6,0.51,0
2014-06-08 21:00,0.000023333,0.009152222,71.65,0.57,0
2014-06-08 22:00,0.000032778,0.009167222,69.55,0.6,0
2014-06-08 23:00,0.000017778,0.00934,67.49,0.65,0
2014-06-09 0:00,0.000016667,0.009572222,65.27,0.7,1
2014-06-09 1:00,0.000014444,0.009517222,64.32,0.7,1
2014-06-09 2:00,0.000025556,0.009605556,63.05,0.74,1
2014-06-09 3:00,0.00004,0.009453333,61.66,0.8,1
2014-06-09 4:00,0.000022222,0.0094,60.99,0.82,1
2014-06-09 5:00,0.000021111,0.009455556,60.38,0.84,1
2014-06-09 6:00,0.000031667,0.009312778,60.88,0.85,1
2014-06-09 7:00,0.000027222,0.009502222,62.81,0.82,1
2014-06-09 8:00,0.000058889,0.00976,64.08,0.81,1
2014-06-09 9:00,0.000039444,0.009815,65.49,0.8,1
2014-06-09 10:00,0.000028889,0.00965,67.38,0.76,1
2014-06-09 11:00,0.000035,0.009557222,69.75,0.7,1
2014-06-09 12:00,0.000037778,0.009603333,70.53,0.65,1
2014-06-09 13:00,0.000042222,0.009605,71.25,0.63,1
2014-06-09 14:00,0.000042778,0.009711667,70.28,0.65,1
2014-06-09 15:00,0.000036667,0.009635556,68.43,0.68,1
2014-06-09 16:00,0.000047222,0.009825556,66.36,0.75,1
2014-06-09 17:00,0.000065556,0.009776667,65.15,0.76,1
2014-06-09 18:00,0.000063333,0.009886111,63.83,0.79,1
2014-06-09 19:00,0.000046667,0.009809444,63.34,0.81,1
2014-06-09 20:00,0.000003333,0.009491111,62.59,0.85,1
2014-06-09 21:00,0.000003333,0.009407778,61.79,0.87,1
2014-06-09 22:00,0.000030556,0.009190556,62.05,0.87,1
2014-06-09 23:00,0.000016667,0.009292222,61.84,0.89,1
2014-06-10 0:00,0.000018889,0.009477778,61.65,0.91,2
2014-06-10 1:00,0.000016667,0.009435,61.73,0.91,2
2014-06-10 2:00,0.000017778,0.009525556,61.78,0.91,2
2014-06-10 3:00,0.000009444,0.009467222,61.52,0.93,2
2014-06-10 4:00,0.000012778,0.009572778,61.6,0.93,2
2014-06-10 5:00,0.000022222,0.009383333,61.31,0.94,2
2014-06-10 6:00,0.000025,0.00945,61.92,0.93,2
2014-06-10 7:00,0.000115556,0.009797222,62.17,0.93,2
2014-06-10 8:00,0.000002778,0.009583333,64.32,0.87,2
2014-06-10 9:00,0.000006111,0.009423333,66.15,0.85,2
2014-06-10 10:00,0.000039444,0.009768333,67.96,0.81,2
2014-06-10 11:00,0.000043333,0.009713889,70.18,0.78,2
2014-06-10 12:00,0.000049444,0.009675,72.71,0.72,2
2014-06-10 13:00,0.000044444,0.009443333,74.38,0.69,2
2014-06-10 14:00,0.00004,0.009574444,76.04,0.67,2
2014-06-10 15:00,0.000050556,0.009637222,77.22,0.65,2
2014-06-10 16:00,0.000041667,0.009714444,77.84,0.64,2
2014-06-10 17:00,0.000038333,0.009770556,78.46,0.62,2
2014-06-10 18:00,0.000042778,0.009852222,77.46,0.65,2
2014-06-10 19:00,0.000041111,0.009887778,74.65,0.73,2
2014-06-10 20:00,0.000023889,0.009387778,72.18,0.76,2
2014-06-10 21:00,0.000037778,0.009261667,69.05,0.78,2
2014-06-10 22:00,0.000045556,0.009255,66.29,0.8,2
2014-06-10 23:00,0.000029444,0.009416111,64.9,0.81,2
2014-06-11 0:00,0.00003,0.009358889,63.63,0.81,3
2014-06-11 1:00,0.000028889,0.009328889,62.65,0.81,3
2014-06-11 2:00,0.000033333,0.009346667,62.23,0.79,3
2014-06-11 3:00,0.000032222,0.009507222,61.43,0.79,3
2014-06-11 4:00,0.000031667,0.009471111,60.62,0.79,3
2014-06-11 5:00,0.000013889,0.00962,60.02,0.79,3
2014-06-11 6:00,0.000002778,0.009547222,59.63,0.8,3
2014-06-11 7:00,0.000005,0.009924444,60.25,0.77,3
2014-06-11 8:00,0.000061667,0.010108333,60.7,0.74,3
2014-06-11 9:00,0.000039444,0.009777778,61.35,0.73,3
2014-06-11 10:00,0.000040556,0.009650556,62.8,0.7,3
2014-06-11 11:00,0.000042778,0.009628889,64.83,0.66,3
2014-06-11 12:00,0.000035556,0.009646667,66.6,0.61,3
2014-06-11 13:00,0.000036667,0.009561111,66.83,0.59,3
2014-06-11 14:00,0.000071111,0.009654444,66.48,0.62,3
2014-06-11 15:00,0.000037222,0.009676111,64.81,0.7,3
2014-06-11 16:00,0.000041111,0.009788889,64.11,0.75,3
2014-06-11 17:00,0.000053889,0.010006667,64.15,0.75,3
2014-06-11 18:00,0.000056111,0.009855,64.06,0.76,3
2014-06-11 19:00,0.000037778,0.009798889,63.85,0.73,3
2014-06-11 20:00,0.000031111,0.009422222,62.58,0.74,3
2014-06-11 21:00,0.000044444,0.00922,61.35,0.74,3
2014-06-11 22:00,0.000038333,0.009092222,61.1,0.72,3
2014-06-11 23:00,0.000025,0.009159444,60.69,0.73,3
2014-06-12 0:00,0.000025556,0.009341111,59.88,0.75,4
2014-06-12 1:00,0.000031111,0.009436111,58.66,0.78,4
2014-06-12 2:00,0.000028889,0.009360556,58.68,0.78,4
2014-06-12 3:00,0.000031111,0.009428889,57.76,0.82,4
2014-06-12 4:00,0.00003,0.009608889,57.46,0.84,4
2014-06-12 5:00,0.000048889,0.00938,57.42,0.84,4
2014-06-12 6:00,0.000036111,0.009315556,57.68,0.84,4
2014-06-12 7:00,0.000000556,0.009593889,58.22,0.84,4
2014-06-12 8:00,0.000055556,0.010103333,58.81,0.85,4
2014-06-12 9:00,0.000017778,0.009648333,59.44,0.85,4
2014-06-12 10:00,0.000031667,0.009635,60.38,0.84,4
2014-06-12 11:00,0.000031667,0.009710556,60.93,0.86,4
2014-06-12 12:00,0.000033889,0.009789444,61.64,0.85,4
2014-06-12 13:00,0.000035,0.009726667,62.25,0.86,4
2014-06-12 14:00,0.000036667,0.009724444,62.82,0.87,4
2014-06-12 15:00,0.000036667,0.009741111,64.04,0.87,4
2014-06-12 16:00,0.000070556,0.009890556,64.65,0.87,4
2014-06-12 17:00,0.000067222,0.010015556,66.23,0.83,4
2014-06-12 18:00,0.000037222,0.009877222,65.59,0.86,4
2014-06-12 19:00,0.000067222,0.00998,64.9,0.9,4
2014-06-12 20:00,0.000037222,0.009557222,64.65,0.9,4
2014-06-12 21:00,0.000028889,0.009545,64.37,0.91,4
2014-06-12 22:00,0.000012222,0.009329444,64.46,0.91,4
2014-06-12 23:00,0.000031111,0.009326667,64.93,0.89,4
2014-06-13 0:00,0.000028889,0.009375556,64.57,0.9,5
2014-06-13 1:00,0.000029444,0.009349444,64.09,0.89,5
2014-06-13 2:00,0.000027222,0.009427222,64,0.88,5
2014-06-13 3:00,0.000024444,0.009403889,63.87,0.89,5
2014-06-13 4:00,0.000023333,0.009440556,63.35,0.9,5
2014-06-13 5:00,0.000026667,0.009468333,63.38,0.9,5
2014-06-13 6:00,0.000024444,0.009236667,63.24,0.9,5
2014-06-13 7:00,0.00001,0.009483889,63.34,0.9,5
2014-06-13 8:00,0.000077222,0.010007778,63.61,0.89,5
2014-06-13 9:00,0.000035,0.009800556,63.67,0.91,5
2014-06-13 10:00,0.000041667,0.009746667,64.4,0.89,5
2014-06-13 11:00,0.000034444,0.009674444,64.82,0.91,5
2014-06-13 12:00,0.000048333,0.009729444,64.99,0.91,5
2014-06-13 13:00,0.000046667,0.009713333,64.9,0.92,5
2014-06-13 14:00,0.000046667,0.009868333,65.38,0.91,5
2014-06-13 15:00,0.000048333,0.009790556,66.31,0.89,5
2014-06-13 16:00,0.000045556,0.009724444,67.27,0.87,5
2014-06-13 17:00,0.000083889,0.009938889,67.1,0.88,5
2014-06-13 18:00,0.000032222,0.009827778,65.86,0.9,5
2014-06-13 19:00,0.000024444,0.009776111,64.9,0.92,5
2014-06-13 20:00,0.000038889,0.009588889,64.39,0.92,5
2014-06-13 21:00,0.000133889,0.009156111,63.64,0.92,5
2014-06-13 22:00,0.000076111,0.008973333,63.17,0.92,5
2014-06-13 23:00,0.000012778,0.009359444,62.5,0.92,5
2014-06-14 0:00,0.000013889,0.009443889,62.13,0.93,6
2014-06-14 1:00,0.000015,0.009456111,61.99,0.93,6
2014-06-14 2:00,0.000016111,0.009433333,61.72,0.94,6
2014-06-14 3:00,0.000013889,0.009440556,61.58,0.95,6
2014-06-14 4:00,0.000014444,0.009522222,61.57,0.94,6
2014-06-14 5:00,0.000023333,0.009511111,61.61,0.94,6
2014-06-14 6:00,0.000012778,0.009599444,61.39,0.94,6
2014-06-14 7:00,0.000018889,0.009812222,61.85,0.93,6
2014-06-14 8:00,0.000043889,0.009953889,62.64,0.9,6
2014-06-14 9:00,0.000097778,0.010006667,64.71,0.85,6
2014-06-14 10:00,0.000052778,0.009677778,66.95,0.76,6
2014-06-14 11:00,0.000094444,0.009667778,68.37,0.68,6
2014-06-14 12:00,0.000121111,0.009788889,69.54,0.64,6
2014-06-14 13:00,0.000095,0.009851667,70.76,0.59,6
2014-06-14 14:00,0.000046667,0.009493889,72.37,0.54,6
2014-06-14 15:00,0.000051667,0.009588333,71.61,0.54,6
2014-06-14 16:00,0.000051111,0.009608889,70.69,0.52,6
2014-06-14 17:00,0.000067222,0.009732778,69.26,0.52,6
2014-06-14 18:00,0.000031667,0.009565,66.97,0.52,6
2014-06-14 19:00,0.000005,0.009701667,64.7,0.55,6
2014-06-14 20:00,0.000019444,0.009708889,61.62,0.6,6
2014-06-14 21:00,0.000074444,0.009402778,58.46,0.68,6
2014-06-14 22:00,0.000035,0.009262222,57.35,0.7,6
2014-06-14 23:00,0.000028333,0.00938,56.45,0.73,6
2014-06-15 0:00,0.000029444,0.009568333,56.17,0.76,0
2014-06-15 1:00,0.000025556,0.009443333,55.55,0.78,0
2014-06-15 2:00,0.000024444,0.009497778,54.29,0.82,0
2014-06-15 3:00,0.000022222,0.009471111,53.49,0.83,0
2014-06-15 4:00,0.000026111,0.009462778,53.34,0.84,0
2014-06-15 5:00,0.000026111,0.009502778,52.87,0.86,0
2014-06-15 6:00,0.000000556,0.009705,53.82,0.84,0
2014-06-15 7:00,0.000002222,0.009758889,58.39,0.75,0
2014-06-15 8:00,0.000176111,0.010227778,61.46,0.68,0
2014-06-15 9:00,0.000076667,0.009933333,64.06,0.61,0
2014-06-15 10:00,0.000124444,0.009774444,66.63,0.57,0
2014-06-15 11:00,0.000056111,0.009402778,68.35,0.54,0
2014-06-15 12:00,0.000022778,0.009333889,70.26,0.52,0
2014-06-15 13:00,0.000352222,0.009650556,71.99,0.51,0
2014-06-15 14:00,0.000067778,0.009487222,73.56,0.49,0
2014-06-15 15:00,0.000022222,0.009405,75.22,0.47,0
2014-06-15 16:00,0.000232778,0.009061111,76.08,0.47,0
2014-06-15 17:00,0.000080556,0.009254444,76.15,0.45,0
2014-06-15 18:00,0.000155556,0.0091,75.36,0.47,0
2014-06-15 19:00,0.000105556,0.009775556,73.61,0.49,0
2014-06-15 20:00,0.000018889,0.009608889,70.36,0.55,0
2014-06-15 21:00,0.000052222,0.009318889,66.37,0.64,0
2014-06-15 22:00,0.000069444,0.009032778,61.95,0.76,0
2014-06-15 23:00,0.000021667,0.009238333,59.84,0.81,0
2014-06-16 0:00,0.000017222,0.009647778,57.92,0.83,1
2014-06-16 1:00,0.000022222,0.009420556,56.71,0.86,1
2014-06-16 2:00,0.000021667,0.009455556,54.93,0.88,1
2014-06-16 3:00,0.000012222,0.009558333,53.49,0.89,1
2014-06-16 4:00,0.000017778,0.009491667,52.36,0.89,1
2014-06-16 5:00,0.000027778,0.009682778,51.67,0.9,1
2014-06-16 6:00,0.000001111,0.00945,51.48,0.89,1
2014-06-16 7:00,0.000037778,0.009756111,55.89,0.85,1
2014-06-16 8:00,0.000065,0.010053333,61.16,0.73,1
2014-06-16 9:00,0.000036667,0.00971,65.6,0.61,1
2014-06-16 10:00,0.000046667,0.009535556,69.82,0.5,1
2014-06-16 11:00,0.000048889,0.009682778,72.45,0.42,1
2014-06-16 12:00,0.000044444,0.009872778,73.98,0.38,1
2014-06-16 13:00,0.000047778,0.009775,76.09,0.32,1
2014-06-16 14:00,0.000037778,0.009741111,78.07,0.29,1
2014-06-16 15:00,0.000066667,0.009646111,79.22,0.29,1
2014-06-16 16:00,0.000057222,0.009905,80.36,0.31,1
2014-06-16 17:00,0.000068889,0.009871111,80.48,0.31,1
2014-06-16 18:00,0.000113333,0.009673333,79.34,0.35,1
2014-06-16 19:00,0.00001,0.009882222,76.04,0.43,1
2014-06-16 20:00,0.000017778,0.009423333,72.72,0.52,1
2014-06-16 21:00,0.00004,0.009224444,68.93,0.6,1
2014-06-16 22:00,0.000068889,0.009138889,66.69,0.64,1
2014-06-16 23:00,0.000040556,0.009354444,65.81,0.66,1
2014-06-17 0:00,0.000038333,0.009187222,64.31,0.7,2
2014-06-17 1:00,0.000047778,0.00926,64.02,0.72,2
2014-06-17 2:00,0.000035556,0.009401111,63.46,0.73,2
2014-06-17 3:00,0.000028333,0.009344444,62.54,0.76,2
2014-06-17 4:00,0.000021667,0.009442778,61.53,0.78,2
2014-06-17 5:00,0.000040556,0.009293889,60.81,0.81,2
2014-06-17 6:00,0.00003,0.009258889,60.93,0.83,2
2014-06-17 7:00,0.000005556,0.009472778,63.84,0.79,2
2014-06-17 8:00,0.000030556,0.009563333,66.88,0.75,2
2014-06-17 9:00,0.000033333,0.009707778,70.24,0.71,2
2014-06-17 10:00,0.000040556,0.009633889,73.84,0.67,2
2014-06-17 11:00,0.000133889,0.009769444,77.29,0.63,2
2014-06-17 12:00,0.000047778,0.0097,80.33,0.61,2
2014-06-17 13:00,0.000048333,0.009639444,82.21,0.57,2
2014-06-17 14:00,0.000055556,0.009543889,84.61,0.51,2
2014-06-17 15:00,0.000042778,0.009538333,85.45,0.48,2
2014-06-17 16:00,0.000038333,0.009688333,86.31,0.44,2
2014-06-17 17:00,0.000004444,0.009741667,86.02,0.45,2
2014-06-17 18:00,0.000021111,0.009337222,85.11,0.48,2
2014-06-17 19:00,0.000033889,0.009303333,83.18,0.56,2
2014-06-17 20:00,0.00006,0.009276667,79.78,0.63,2
2014-06-17 21:00,0.000034444,0.009222222,76.99,0.7,2
2014-06-17 22:00,0.000021667,0.009176667,75.67,0.73,2
2014-06-17 23:00,0.00006,0.009688333,74.47,0.76,2
2014-06-18 0:00,0.000040556,0.009611667,73.69,0.79,3
2014-06-18 1:00,0.000039444,0.009576667,71.22,0.84,3
2014-06-18 2:00,0.000040556,0.009542778,70.79,0.83,3
2014-06-18 3:00,0.000038889,0.009519444,69.36,0.85,3
2014-06-18 4:00,0.000036111,0.009535,68.07,0.88,3
2014-06-18 5:00,0.000035,0.009491111,67.44,0.89,3
2014-06-18 6:00,0.000035,0.009425,68.07,0.87,3
2014-06-18 7:00,0.000037778,0.009663333,69.88,0.83,3
2014-06-18 8:00,0.000041111,0.009834444,73.77,0.74,3
2014-06-18 9:00,0.000035556,0.009520556,75.39,0.68,3
2014-06-18 10:00,0.000029444,0.009783889,76.52,0.64,3
2014-06-18 11:00,0.000033333,0.009751111,76.81,0.62,3
2014-06-18 12:00,0.000019444,0.009682222,77.9,0.6,3
2014-06-18 13:00,0.000024444,0.009617222,79.26,0.58,3
2014-06-18 14:00,0.000031667,0.00961,80.53,0.54,3
2014-06-18 15:00,0.000033333,0.009622222,81.31,0.53,3
2014-06-18 16:00,0.000030556,0.009551111,81.43,0.52,3
