date&time,AC,Furnace,temp,hum
2014-01-08 0:00,0.001498333,0.351366667,4.95,0.5
2014-01-08 1:00,0.001703889,0.393353889,4.73,0.52
2014-01-08 2:00,0.001873889,0.427479444,4.61,0.54
2014-01-08 3:00,0.001941111,0.425548889,4.78,0.54
2014-01-08 4:00,0.001836111,0.426131667,4.49,0.56
2014-01-08 5:00,0.001773333,0.424233889,4.01,0.59
2014-01-08 6:00,0.001816111,0.418958333,3.76,0.62
2014-01-08 7:00,0.001453889,0.344101667,3.27,0.62
2014-01-08 8:00,0.001211111,0.256971111,4.21,0.64
2014-01-08 9:00,0.00044,0.104428889,7.37,0.56
2014-01-08 10:00,0.001115,0.261493889,10.15,0.52
2014-01-08 11:00,0.001261111,0.283688333,12.84,0.49
2014-01-08 12:00,0.001298889,0.265812222,15.22,0.45
2014-01-08 13:00,0.001897222,0.430830556,17.13,0.43
2014-01-08 14:00,0.000082778,0.009605556,18.57,0.41
2014-01-08 15:00,0.000653889,0.247991667,19.27,0.42
2014-01-08 16:00,0.001008889,0.239357778,18.64,0.43
2014-01-08 17:00,0.001650556,0.242365,17.03,0.49
2014-01-08 18:00,0.0015,0.262135,15.42,0.53
2014-01-08 19:00,0.001396111,0.327034444,14.23,0.57
2014-01-08 20:00,0.001803333,0.410550556,13.79,0.59
2014-01-08 21:00,0.000730556,0.150160556,14.58,0.58
2014-01-08 22:00,0.002273889,0.420549444,14.61,0.62
2014-01-08 23:00,0.000076111,0.039885556,15.19,0.6
2014-01-09 0:00,0.001816667,0.423937222,15.43,0.62
2014-01-09 1:00,0.000091111,0.010033889,15.85,0.58
2014-01-09 2:00,0.001892222,0.427301111,14.91,0.6
2014-01-09 3:00,0.000462778,0.125667222,14.66,0.61
2014-01-09 4:00,0.001828333,0.426366111,13.43,0.65
2014-01-09 5:00,0.000311667,0.103250556,13.21,0.65
2014-01-09 6:00,0.000731111,0.183836111,11.57,0.7
2014-01-09 7:00,0.000988889,0.230619444,10.45,0.72
2014-01-09 8:00,0.001665,0.389996667,11.42,0.74
2014-01-09 9:00,0.000002222,0.009871111,16.08,0.66
2014-01-09 10:00,0.000116667,0.009721667,20.92,0.56
2014-01-09 11:00,0.000696111,0.167975556,23.84,0.5
2014-01-09 12:00,0.000731667,0.173775,25.79,0.46
2014-01-09 13:00,0.000016667,0.009828333,27.08,0.43
2014-01-09 14:00,0.000034444,0.019288889,28.23,0.4
2014-01-09 15:00,0.000070556,0.038165556,28.3,0.39
2014-01-09 16:00,0.001246667,0.285932778,27.85,0.4
2014-01-09 17:00,0.000562222,0.157083333,24.26,0.48
2014-01-09 18:00,0.0002,0.009468333,20.39,0.59
2014-01-09 19:00,0.000095,0.009508889,16.74,0.69
2014-01-09 20:00,0.001198889,0.271364444,14.68,0.76
2014-01-09 21:00,0.001886111,0.406686667,13.59,0.78
2014-01-09 22:00,0.00135,0.304415556,12.09,0.8
2014-01-09 23:00,0.000927222,0.224514444,10.9,0.83
2014-01-10 0:00,0.001037778,0.252062778,10.34,0.84
2014-01-10 1:00,0.001723889,0.395630556,10.11,0.84
2014-01-10 2:00,0.000092778,0.009562222,11.37,0.86
2014-01-10 3:00,0.001621111,0.404123889,13.52,0.83
2014-01-10 4:00,0.001107778,0.271305556,16.3,0.79
2014-01-10 5:00,0.000122778,0.009447778,17.72,0.83
2014-01-10 6:00,0.001530556,0.392684444,18.08,0.89
2014-01-10 7:00,0.001873889,0.401731111,19.08,0.88
2014-01-10 8:00,0.000708333,0.193823889,20.37,0.89
2014-01-10 9:00,0.000005,0.009962778,22.41,0.87
2014-01-10 10:00,0.000048333,0.009553889,24.53,0.86
2014-01-10 11:00,0.000104444,0.009607778,26.39,0.86
2014-01-10 12:00,0.001117778,0.254795556,27.51,0.88
2014-01-10 13:00,0.001836667,0.394475,29.57,0.87
2014-01-10 14:00,0.000026667,0.009675556,30.82,0.87
2014-01-10 15:00,0.00005,0.030386111,32.17,0.87
2014-01-10 16:00,0.001017778,0.236968333,31.89,0.87
2014-01-10 17:00,0.001875,0.386746667,31.3,0.9
2014-01-10 18:00,0.001535,0.340628333,31.3,0.89
2014-01-10 19:00,0.000005556,0.009657222,31.15,0.92
2014-01-10 20:00,0.000056667,0.009609444,31.61,0.92
2014-01-10 21:00,0.000028889,0.009318333,32.34,0.92
2014-01-10 22:00,0.001086667,0.207026111,32.04,0.93
2014-01-10 23:00,0.000065,0.009655556,32.16,0.94
2014-01-11 0:00,0.000827778,0.202312222,32.22,0.95
2014-01-11 1:00,0.000066111,0.009862222,32.75,0.94
2014-01-11 2:00,0.000074444,0.009775,33.02,0.96
2014-01-11 3:00,0.001238333,0.303627778,33.6,0.95
2014-01-11 4:00,0.00009,0.009974444,33.98,0.95
2014-01-11 5:00,0.000298889,0.095441667,34.63,0.95
2014-01-11 6:00,0.001481111,0.357685,34.81,0.96
2014-01-11 7:00,0.001350556,0.329937222,36.32,0.95
2014-01-11 8:00,0.001770556,0.387731111,36.93,0.94
2014-01-11 9:00,0.000096667,0.009876667,39.23,0.94
2014-01-11 10:00,0.000803333,0.198561667,42.13,0.94
2014-01-11 11:00,0.000055,0.00966,44.46,0.95
2014-01-11 12:00,0.000032778,0.037215,47.07,0.94
2014-01-11 13:00,0.000022222,0.009841111,54.14,0.94
2014-01-11 14:00,0.000802778,0.211978333,54.82,0.95
2014-01-11 15:00,0.000335,0.106553333,55.58,0.95
2014-01-11 16:00,0.000121111,0.047637778,55.83,0.94
2014-01-11 17:00,0.001571667,0.372474444,55.77,0.94
2014-01-11 18:00,0.000728889,0.187666667,55.41,0.94
2014-01-11 19:00,0.000018889,0.009752222,55.93,0.93
2014-01-11 20:00,0.000012778,0.009416111,54.45,0.93
2014-01-11 21:00,0.000043333,0.009412778,53.67,0.92
2014-01-11 22:00,0.000021667,0.009365,51.58,0.94
2014-01-11 23:00,0.001001111,0.256231111,51.55,0.9
2014-01-12 0:00,0.000069444,0.009622778,50.59,0.89
2014-01-12 1:00,0.000058333,0.00968,47.8,0.84
2014-01-12 2:00,0.000866667,0.213723889,45.37,0.86
2014-01-12 3:00,0.000063333,0.009626111,44.87,0.8
2014-01-12 4:00,0.000088333,0.0177,43.87,0.71
2014-01-12 5:00,0.000068889,0.009585556,42.15,0.67
2014-01-12 6:00,0.000763333,0.201584444,41.02,0.65
2014-01-12 7:00,0.000643333,0.165663889,39.79,0.64
2014-01-12 8:00,0.000206667,0.08094,39.48,0.64
2014-01-12 9:00,0.000017222,0.009641111,39.75,0.63
2014-01-12 10:00,0.001376667,0.196425556,40.47,0.6
2014-01-12 11:00,0.000153333,0.009303889,40.65,0.6
2014-01-12 12:00,0.000147778,0.009876667,41.07,0.59
2014-01-12 13:00,0.001008333,0.376366667,40.7,0.59
2014-01-12 14:00,0.000553333,0.142048333,40.67,0.58
2014-01-12 15:00,0.000645556,0.167467222,40.38,0.56
2014-01-12 16:00,0.000286667,0.087701111,39.68,0.56
2014-01-12 17:00,0.000023889,0.009608333,38.94,0.55
2014-01-12 18:00,0.000248333,0.009148889,38.4,0.54
2014-01-12 19:00,0.000348333,0.009091667,37.61,0.55
2014-01-12 20:00,0.000011667,0.009518889,37.15,0.55
2014-01-12 21:00,0.001081667,0.230286667,36.78,0.57
2014-01-12 22:00,0.000001667,0.011840556,36.24,0.58
2014-01-12 23:00,0.000062222,0.009692778,34.51,0.63
2014-01-13 0:00,0.001125556,0.274666667,33.72,0.64
2014-01-13 1:00,0.000056111,0.01352,32.16,0.69
2014-01-13 2:00,0.000073333,0.010162778,30.54,0.74
2014-01-13 3:00,0.000345,0.101376111,28.79,0.81
2014-01-13 4:00,0.001305556,0.314099444,28.97,0.8
2014-01-13 5:00,0.000805,0.195126667,28.12,0.82
2014-01-13 6:00,0.00155,0.371305,27.21,0.85
2014-01-13 7:00,0.001786667,0.385200556,27.26,0.85
2014-01-13 8:00,0.000828889,0.120582222,27.7,0.86
2014-01-13 9:00,0.000085556,0.009701111,32.81,0.76
2014-01-13 10:00,0.000206667,0.009426667,37.24,0.65
2014-01-13 11:00,0.000146667,0.009771667,40.33,0.59
2014-01-13 12:00,0.000090556,0.009932778,44.5,0.52
2014-01-13 13:00,0.00005,0.009705,46.1,0.49
2014-01-13 14:00,0.000086111,0.009777222,47.02,0.5
2014-01-13 15:00,0.000182778,0.00995,47.09,0.5
2014-01-13 16:00,0.001403889,0.340957222,46.25,0.54
2014-01-13 17:00,0.001618333,0.369888889,44.58,0.6
2014-01-13 18:00,0.000016111,0.013257222,43.39,0.66
2014-01-13 19:00,0.000086111,0.009627778,43.79,0.68
2014-01-13 20:00,0.000015556,0.009533333,44.35,0.67
2014-01-13 21:00,0.000036111,0.009538333,43.91,0.68
2014-01-13 22:00,0.001043889,0.227718889,44.19,0.7
2014-01-13 23:00,0.000014444,0.009302222,44.42,0.71
2014-01-14 0:00,0.000463889,0.125833333,45.54,0.7
2014-01-14 1:00,0.000055556,0.009482778,44.8,0.74
2014-01-14 2:00,0.000788333,0.192519444,44.54,0.77
2014-01-14 3:00,0.000048333,0.009464444,43.97,0.8
2014-01-14 4:00,0.000162222,0.060466111,44.17,0.82
2014-01-14 5:00,0.001058333,0.252219444,44.4,0.82
2014-01-14 6:00,0.001605556,0.367641667,44.4,0.84
2014-01-14 7:00,0.000640556,0.172295556,44.54,0.84
2014-01-14 8:00,0.000043333,0.010028889,44.32,0.87
2014-01-14 9:00,0.000006111,0.010025556,44.14,0.91
2014-01-14 10:00,0.000058889,0.009835556,44.22,0.92
2014-01-14 11:00,0.000068333,0.009778333,44.5,0.92
2014-01-14 12:00,0.000072778,0.009967222,44.61,0.93
2014-01-14 13:00,0.000092222,0.009775556,44.73,0.94
2014-01-14 14:00,0.00008,0.009723889,44.49,0.95
2014-01-14 15:00,0.000081667,0.009732222,44.06,0.96
2014-01-14 16:00,0.001620556,0.380217778,42.73,0.96
2014-01-14 17:00,0.000787778,0.201688889,42.81,0.94
2014-01-14 18:00,0.000106667,0.047004444,42.21,0.95
2014-01-14 19:00,0.000134444,0.047278333,41.29,0.95
2014-01-14 20:00,0.000033889,0.009437778,40.22,0.95
2014-01-14 21:00,0.000082778,0.009436111,40.54,0.94
2014-01-14 22:00,0.000582222,0.145145556,41.01,0.91
2014-01-14 23:00,0.000425556,0.119115,40.31,0.88
2014-01-15 0:00,0.000061111,0.009497222,38.68,0.86
2014-01-15 1:00,0.000723889,0.193688333,37.35,0.85
2014-01-15 2:00,0.000485,0.140074444,34.95,0.87
2014-01-15 3:00,0.000066667,0.009457778,32.02,0.9
2014-01-15 4:00,0.000214444,0.074347778,29.9,0.9
2014-01-15 5:00,0.001231111,0.299994444,29.15,0.93
2014-01-15 6:00,0.001497222,0.369305556,27.96,0.94
2014-01-15 7:00,0.000515556,0.154139444,26.9,0.92
2014-01-15 8:00,0.001361111,0.300099444,27.81,0.93
2014-01-15 9:00,0.000025556,0.009907778,31.9,0.92
2014-01-15 10:00,0.000056111,0.009868889,35.81,0.88
2014-01-15 11:00,0.000042778,0.009858333,39.52,0.85
2014-01-15 12:00,0.000027778,0.009928889,42.54,0.79
2014-01-15 13:00,0.000042778,0.009733889,45.56,0.66
2014-01-15 14:00,0.000029444,0.009688889,46.16,0.64
2014-01-15 15:00,0.000034444,0.009748333,46.42,0.62
2014-01-15 16:00,0.000052222,0.009716111,45.38,0.64
2014-01-15 17:00,0.001684444,0.381930556,41.93,0.71
2014-01-15 18:00,0.000002222,0.009572222,40.05,0.76
2014-01-15 19:00,0.000247778,0.06019,38.55,0.8
2014-01-15 20:00,0.000048889,0.009333889,36.04,0.86
2014-01-15 21:00,0.001368889,0.313219444,33.23,0.9
2014-01-15 22:00,0.000053333,0.009325556,31.93,0.92
2014-01-15 23:00,0.000478889,0.133063333,32.66,0.91
2014-01-16 0:00,0.00042,0.106063889,33.49,0.92
2014-01-16 1:00,0.000061111,0.009556111,33.17,0.93
2014-01-16 2:00,0.001466667,0.355851111,33.28,0.94
2014-01-16 3:00,0.000080556,0.009550556,33.51,0.93
2014-01-16 4:00,0.000852222,0.207616667,33.36,0.93
2014-01-16 5:00,0.000081667,0.009545556,33.35,0.94
2014-01-16 6:00,0.00163,0.379671111,33.02,0.93
2014-01-16 7:00,0.001595556,0.384550556,32.49,0.94
2014-01-16 8:00,0.000148889,0.023570556,32.94,0.93
2014-01-16 9:00,0.000073333,0.010160556,34.01,0.93
2014-01-16 10:00,0.000063333,0.009873889,34.96,0.89
2014-01-16 11:00,0.000073333,0.009699444,36.44,0.85
2014-01-16 12:00,0.000081667,0.009778889,36.87,0.83
2014-01-16 13:00,0.000117222,0.009693333,37.38,0.82
2014-01-16 14:00,0.000088333,0.009783889,36.87,0.83
2014-01-16 15:00,0.000112778,0.009928333,36.86,0.82
2014-01-16 16:00,0.000076111,0.009748333,36.59,0.83
2014-01-16 17:00,0.002068889,0.386518333,35.47,0.86
2014-01-16 18:00,0.001053889,0.23425,35.2,0.87
2014-01-16 19:00,0.000536667,0.134370556,34.73,0.89
2014-01-16 20:00,0.000631111,0.145122222,34.27,0.89
2014-01-16 21:00,0.000054444,0.009485556,34.05,0.9
2014-01-16 22:00,0.000007778,0.009408889,33.46,0.91
2014-01-16 23:00,0.001146667,0.263342222,33.14,0.93
2014-01-17 0:00,0.000466667,0.131967222,33.14,0.93
2014-01-17 1:00,0.000062778,0.009916667,33.14,0.93
2014-01-17 2:00,0.000055556,0.036504444,31.89,0.94
2014-01-17 3:00,0.00119,0.280948333,30.68,0.95
2014-01-17 4:00,0.000858889,0.213231111,30.27,0.95
2014-01-17 5:00,0.000553333,0.144697222,29.44,0.93
2014-01-17 6:00,0.001558333,0.370831667,27.89,0.94
2014-01-17 7:00,0.001547222,0.38502,26.87,0.93
2014-01-17 8:00,0.000375556,0.090835556,27.51,0.92
2014-01-17 9:00,0.000028333,0.009956667,30.02,0.89
2014-01-17 10:00,0.000041111,0.009585556,32.29,0.85
2014-01-17 11:00,0.000065556,0.009756111,35,0.76
2014-01-17 12:00,0.000040556,0.009882778,37.77,0.61
2014-01-17 13:00,0.000066111,0.009761667,39.55,0.55
2014-01-17 14:00,0.000078333,0.009808889,40.81,0.49
2014-01-17 15:00,0.000091667,0.009631111,41.16,0.48
2014-01-17 16:00,0.000068333,0.009791667,39.81,0.5
2014-01-17 17:00,0.002323333,0.391991667,36.43,0.6
2014-01-17 18:00,0.000113889,0.010160556,33.66,0.69
2014-01-17 19:00,0.000018333,0.009745556,32.34,0.74
2014-01-17 20:00,0.001062222,0.229334444,30.45,0.8
2014-01-17 21:00,0.000377222,0.098276111,29.84,0.84
2014-01-17 22:00,0.000038889,0.026098889,29.45,0.86
2014-01-17 23:00,0.001076667,0.264409444,28.61,0.88
2014-01-18 0:00,0.000036667,0.009267222,28.38,0.89
2014-01-18 1:00,0.001335556,0.317302222,28.46,0.9
2014-01-18 2:00,0.000239444,0.078870556,28.26,0.91
2014-01-18 3:00,0.000065,0.009543889,28.33,0.9
2014-01-18 4:00,0.001624444,0.373895556,28.72,0.9
2014-01-18 5:00,0.000135,0.05176,29.47,0.89
2014-01-18 6:00,0.000809444,0.186953889,30.18,0.89
2014-01-18 7:00,0.001572222,0.383585556,30.2,0.89
2014-01-18 8:00,0.000036667,0.009871667,30.41,0.88
2014-01-18 9:00,0.000098889,0.009895556,31.61,0.87
2014-01-18 10:00,0.000493889,0.140191667,32.61,0.88
2014-01-18 11:00,0.000084444,0.009771667,33.53,0.89
2014-01-18 12:00,0.000016111,0.042500556,33.63,0.89
2014-01-18 13:00,0.000002778,0.009646111,34.04,0.89
2014-01-18 14:00,0.000094444,0.009651667,33.06,0.9
2014-01-18 15:00,0.000032778,0.009620556,32.99,0.91
2014-01-18 16:00,0.000028889,0.009564444,32.8,0.91
2014-01-18 17:00,0.001786111,0.379946111,32.31,0.93
2014-01-18 18:00,0.000402778,0.109872222,32.11,0.92
2014-01-18 19:00,0.000016667,0.009799444,31.68,0.87
2014-01-18 20:00,0.000017222,0.009345,30.65,0.87
2014-01-18 21:00,0.000028333,0.009296111,30.29,0.85
2014-01-18 22:00,0.000771667,0.181016667,29.45,0.83
2014-01-18 23:00,0.000129444,0.059903333,28.52,0.84
2014-01-19 0:00,0.000069444,0.009594444,28.34,0.84
2014-01-19 1:00,0.001180556,0.272639444,28.22,0.82
2014-01-19 2:00,0.000418889,0.113496111,27.54,0.81
2014-01-19 3:00,0.000041111,0.009888333,26.78,0.85
2014-01-19 4:00,0.001177222,0.277863333,26.7,0.82
2014-01-19 5:00,0.000981111,0.232596667,26.4,0.83
2014-01-19 6:00,0.000730556,0.185826111,26.27,0.81
2014-01-19 7:00,0.001540556,0.378454444,25.73,0.83
2014-01-19 8:00,0.000904444,0.237729444,24.89,0.89
2014-01-19 9:00,0.000046111,0.009482778,25.83,0.85
2014-01-19 10:00,0.000528333,0.158456111,26.72,0.78
2014-01-19 11:00,0.000804444,0.216765556,27.57,0.72
2014-01-19 12:00,0.000062222,0.014583889,28.27,0.68
2014-01-19 13:00,0.000021667,0.009501667,29.46,0.65
2014-01-19 14:00,0.001712222,0.377343889,30.42,0.63
2014-01-19 15:00,0.000738889,0.254624444,31.16,0.62
2014-01-19 16:00,0.00059,0.100383333,30.67,0.63
2014-01-19 17:00,0.000127778,0.009225,29.81,0.65
2014-01-19 18:00,0.000024444,0.009415,29.66,0.64
2014-01-19 19:00,0.000402222,0.078198333,29.55,0.64
2014-01-19 20:00,0.000031111,0.009420556,29.56,0.64
